Song,Artist,Song Popularity,Danceability,Energy,Tempo,Speechiness,Artist Genres,Artist Popularity,Artist uri,Song uri
Be The One (feat. Yung Bae),Dombresky,50,0.766,0.815,123.99,0.0408,"['bass house', 'electro house', 'house', 'tech house']",49,2GVtgxcx7jg5xVCZsIHSGN,4mpyalWKRgGgghWqr0DGRr
Too Soon,Dombresky,48,0.829,0.804,128.045,0.0738,"['bass house', 'electro house', 'house', 'tech house']",49,2GVtgxcx7jg5xVCZsIHSGN,0F9ouRFOFjmVNbU2CTEwrq
IRLY (I Really Love You),Dombresky,48,0.683,0.925,126.995,0.0641,"['bass house', 'electro house', 'house', 'tech house']",49,2GVtgxcx7jg5xVCZsIHSGN,0TZmwiefBLRaNYtkRWH8Uh
Dirty Secret,Dombresky,47,0.709,0.939,126.031,0.0407,"['bass house', 'electro house', 'house', 'tech house']",49,2GVtgxcx7jg5xVCZsIHSGN,7BnnEny1hfJYK8bkq45R0D
Etheric Echoes,Dreamstate Logic,32,0.372,0.525,82.026,0.0355,['space ambient'],26,28v6aJcwl6Wvm6MH6gINzN,0Hq3BWz19z7TpDSmvw8LDy
Earthbound,Dreamstate Logic,28,0.102,0.302,77.936,0.0407,['space ambient'],26,28v6aJcwl6Wvm6MH6gINzN,5gKtiRXQFJxVhkwQxr1med
Starseed Transmissions,Dreamstate Logic,23,0.445,0.441,80.0,0.0343,['space ambient'],26,28v6aJcwl6Wvm6MH6gINzN,5QYdm3R73R7XjL4NVlGGTH
Code of Existence,Dreamstate Logic,23,0.523,0.443,159.977,0.0439,['space ambient'],26,28v6aJcwl6Wvm6MH6gINzN,4u4w6t2C7lhjWrhOWNcyTT
Galaxy's Child,Dreamstate Logic,22,0.441,0.481,92.009,0.0367,['space ambient'],26,28v6aJcwl6Wvm6MH6gINzN,2QB9QE61ap9q2OJTTAa689
Synchronicity,Dreamstate Logic,21,0.22,0.818,168.085,0.0446,['space ambient'],26,28v6aJcwl6Wvm6MH6gINzN,2JxJzHmRRpZjVhAYzT73N0
Orbital Resonance,Dreamstate Logic,21,0.107,0.115,91.501,0.0435,['space ambient'],26,28v6aJcwl6Wvm6MH6gINzN,2K2f3Xxa6O1jAfwmLbDJjv
Invisible Landscapes,Dreamstate Logic,20,0.18,0.0841,76.911,0.0438,['space ambient'],26,28v6aJcwl6Wvm6MH6gINzN,0p9T8dUTnTRz9hsYM5w6Ex
Awakening in the Dream,Dreamstate Logic,20,0.131,0.424,80.018,0.0371,['space ambient'],26,28v6aJcwl6Wvm6MH6gINzN,6H1e1C5XYMhKc6IK8FlwE2
Stellar Civilizations,Dreamstate Logic,19,0.28,0.296,169.897,0.0384,['space ambient'],26,28v6aJcwl6Wvm6MH6gINzN,1zvdmT8yAg7xC5LUmZZ4wJ
Get Up,Eats Everything,54,0.51,0.833,126.978,0.0602,"['deep disco house', 'house', 'raw techno']",41,4W991QdgKWX4TO864ypInA,3uO4nLDiJMH2DkixEFcHIN
Space Raiders - Charlotte de Witte Remix,Eats Everything,43,0.746,0.731,131.998,0.107,"['deep disco house', 'house', 'raw techno']",41,4W991QdgKWX4TO864ypInA,5uMQ5KyDps1UE3LCltJq2r
Move (feat. NEZ),Eats Everything,42,0.654,0.897,131.029,0.0424,"['deep disco house', 'house', 'raw techno']",41,4W991QdgKWX4TO864ypInA,7IyIclEFVbKenXYwzHitcX
U (I Got A Feeling) [Mixed] - Eats Everything Reebeef,Eats Everything,42,0.643,0.78,130.988,0.0561,"['deep disco house', 'house', 'raw techno']",41,4W991QdgKWX4TO864ypInA,19PPrhA02Wz3DxUDj9xEYp
Tell You What It Is,Eats Everything,41,0.586,0.907,128.071,0.162,"['deep disco house', 'house', 'raw techno']",41,4W991QdgKWX4TO864ypInA,6FqWqZZAV6bq2iE5dTgDNc
All the Ladies,Eats Everything,41,0.748,0.822,128.001,0.037,"['deep disco house', 'house', 'raw techno']",41,4W991QdgKWX4TO864ypInA,4gH12KjwxV1h5z3Lq5OdJN
Dancing (Again!) - Radio Edit,Eats Everything,36,0.898,0.839,125.035,0.219,"['deep disco house', 'house', 'raw techno']",41,4W991QdgKWX4TO864ypInA,59KHUymcY4OZLFSTgiiook
R&L,Eats Everything,39,0.673,0.404,129.916,0.0364,"['deep disco house', 'house', 'raw techno']",41,4W991QdgKWX4TO864ypInA,0daqe5YeluI4J7aCmewaDf
Flash - Eats Everything Remix,Eats Everything,35,0.761,0.69,128.0,0.0637,"['deep disco house', 'house', 'raw techno']",41,4W991QdgKWX4TO864ypInA,19VopGXSNK7wUyHA7FPKgL
Tell You What It Is - Shermanology SoulTec Mix,Eats Everything,35,0.765,0.651,127.931,0.0509,"['deep disco house', 'house', 'raw techno']",41,4W991QdgKWX4TO864ypInA,0hb2n69F0yHdBfvMOuRs13
In My Mind Part 3 (feat. Georgi Kay),Edgar Vargas,39,0.678,0.87,127.765,0.182,[],17,3IwU7rdLcGw0DY1MATanr0,1HD8xCyKYt7Bm3P0CbvUbS
More Reps,Edgar Vargas,4,0.612,0.959,169.931,0.0899,[],17,3IwU7rdLcGw0DY1MATanr0,5NjkSa28h6CAlA3Cga478R
Anthem,Edgar Vargas,4,0.568,0.578,75.077,0.175,[],17,3IwU7rdLcGw0DY1MATanr0,1OTpt4PpZCdVwiaEh0bJwP
All the Ways,Edgar Vargas,2,0.523,0.499,176.982,0.14,[],17,3IwU7rdLcGw0DY1MATanr0,50IeRWBEjHKo6IuxfmpfZY
Just Might,Edgar Vargas,1,0.749,0.324,102.025,0.0699,[],17,3IwU7rdLcGw0DY1MATanr0,5o4K1AteVoSK8C8Ej8QfS7
Left Behind,Edgar Vargas,1,0.676,0.432,124.952,0.102,[],17,3IwU7rdLcGw0DY1MATanr0,5BgJSU1rWubvkCvP7yoovJ
Through the Fire,Edgar Vargas,1,0.682,0.463,138.917,0.112,[],17,3IwU7rdLcGw0DY1MATanr0,7lIPnY17PyH3jg5I5FyeEf
Dreaming,Edgar Vargas,1,0.672,0.41,120.091,0.1,[],17,3IwU7rdLcGw0DY1MATanr0,2O6d4ABI7rTOCVe17tuBAF
Right Now,Edgar Vargas,1,0.66,0.446,109.751,0.0922,[],17,3IwU7rdLcGw0DY1MATanr0,1yKTrLF8CzwP3KowhG0Qxt
Holding Back,Edgar Vargas,0,0.645,0.501,143.755,0.612,[],17,3IwU7rdLcGw0DY1MATanr0,2QQOhf4nWAffxFoaAjZcdx
Be The One,Eli Brown,75,0.659,0.93,135.977,0.043,"['house', 'tech house', 'uk dance']",58,5lVNSw2GPci8kebrAQpZqU,1cQld05IcUDw3RCFt7uymW
Diamonds On My Mind,Eli Brown,65,0.743,0.851,135.969,0.195,"['house', 'tech house', 'uk dance']",58,5lVNSw2GPci8kebrAQpZqU,5AWGyFvWNof3Knq7QrN3jD
Escape,Eli Brown,61,0.585,0.879,127.021,0.0482,"['house', 'tech house', 'uk dance']",58,5lVNSw2GPci8kebrAQpZqU,5eLSXWSJphV4u3YZCNXySE
RIDE OR DIE,Eli Brown,58,0.66,0.867,133.955,0.141,"['house', 'tech house', 'uk dance']",58,5lVNSw2GPci8kebrAQpZqU,29uCsFSUSVktiMUZdzqpiD
Love Is Free,Eli Brown,58,0.726,0.912,136.968,0.0714,"['house', 'tech house', 'uk dance']",58,5lVNSw2GPci8kebrAQpZqU,1wGXpLDlQg5ClZ2epImCEc
Believe,Eli Brown,55,0.789,0.976,131.99,0.057,"['house', 'tech house', 'uk dance']",58,5lVNSw2GPci8kebrAQpZqU,1STyRAWBlr18jm9aRBVrqE
XTC,Eli Brown,54,0.703,0.929,128.005,0.0661,"['house', 'tech house', 'uk dance']",58,5lVNSw2GPci8kebrAQpZqU,7CN6ZYIX338ekn7pb2CpQp
Fading to Black,Eli Brown,51,0.633,0.987,127.006,0.0832,"['house', 'tech house', 'uk dance']",58,5lVNSw2GPci8kebrAQpZqU,3io0PEtfa1UTBUZn53lU1f
Industria,Eli Brown,47,0.688,0.907,130.001,0.0463,"['house', 'tech house', 'uk dance']",58,5lVNSw2GPci8kebrAQpZqU,61aXwlX5UTb78NaRyKQuDY
We Can Come Together,Eli Brown,49,0.685,0.922,124.988,0.0364,"['house', 'tech house', 'uk dance']",58,5lVNSw2GPci8kebrAQpZqU,0YG1fyqSZpuIfNlkOeN3eD
Zombie (feat. Valerie Broussard),Excision,68,0.302,0.817,157.084,0.0863,"['brostep', 'canadian electronic', 'filthstep']",58,5FKchcZpQOkqFvXBj1aCvb,5AZJbQwaYGHWCY53k7fO57
Feel Something (With I Prevail),Excision,64,0.428,0.877,75.518,0.0835,"['brostep', 'canadian electronic', 'filthstep']",58,5FKchcZpQOkqFvXBj1aCvb,5dAtKXyrQoQW054LZqJ5dP
Asteroid,Excision,58,0.576,0.981,149.723,0.606,"['brostep', 'canadian electronic', 'filthstep']",58,5FKchcZpQOkqFvXBj1aCvb,3twU0ngWzakD9k07Kb5eoV
Gold (Stupid Love),Excision,52,0.363,0.735,145.556,0.0428,"['brostep', 'canadian electronic', 'filthstep']",58,5FKchcZpQOkqFvXBj1aCvb,1dlJQt9NLH5iFCIeiVz5lX
Name Drop,Excision,57,0.319,0.983,75.373,0.38,"['brostep', 'canadian electronic', 'filthstep']",58,5FKchcZpQOkqFvXBj1aCvb,02yaX0Reb1fQYIQdri4Ow8
Don't Look Down (Hold On),Excision,57,0.507,0.785,90.241,0.0562,"['brostep', 'canadian electronic', 'filthstep']",58,5FKchcZpQOkqFvXBj1aCvb,65krG6c3veTz66mIdSU16f
Titans,Excision,55,0.665,0.951,128.188,0.222,"['brostep', 'canadian electronic', 'filthstep']",58,5FKchcZpQOkqFvXBj1aCvb,0StQdn3iO5vdHFH8ZR6Cuo
Reasons,Excision,54,0.454,0.903,150.032,0.102,"['brostep', 'canadian electronic', 'filthstep']",58,5FKchcZpQOkqFvXBj1aCvb,5cqOmjN3auHvZlhbebzKQx
Bass To The Dome,Excision,54,0.295,0.967,149.776,0.174,"['brostep', 'canadian electronic', 'filthstep']",58,5FKchcZpQOkqFvXBj1aCvb,6nVyDjAhify9FGCF8TViJy
Another Me (with Dylan Matthew),Excision,53,0.453,0.894,75.063,0.0544,"['brostep', 'canadian electronic', 'filthstep']",58,5FKchcZpQOkqFvXBj1aCvb,6sLohu3lQbmMhYVnb6OTvw
Colonia,Factory 93,5,0.67,0.969,132.002,0.0586,[],1,655zZ3gkYSjl28z5CU4Iz1,4GaGprlpIppfCr9uBWq8pj
Rosso Profondo,Factory 93,5,0.722,0.845,133.998,0.0574,[],1,655zZ3gkYSjl28z5CU4Iz1,15HEwrSDP9BrOPxF866x01
Party Started (Set It Off) (feat. Strafe),Factory 93,2,0.773,0.944,131.96,0.0559,[],1,655zZ3gkYSjl28z5CU4Iz1,6CoxsSKdwIwoKzDei8orMp
Solace,Factory 93,3,0.672,0.948,130.009,0.0613,[],1,655zZ3gkYSjl28z5CU4Iz1,40LrRQQhJlHhhSB3H4gLj6
Blue Rose,Factory 93,2,0.65,0.833,122.033,0.0352,[],1,655zZ3gkYSjl28z5CU4Iz1,4k1lOfhBuF4B67CrPI3Bg0
Mirage,Factory 93,2,0.661,0.793,125.013,0.0354,[],1,655zZ3gkYSjl28z5CU4Iz1,52zHaZHd3BYfgqpgQiSGHb
Bring Me Up,Factory 93,2,0.848,0.837,133.988,0.155,[],1,655zZ3gkYSjl28z5CU4Iz1,1FUhtTINJsA4aC2rfoMQbP
Renaissance,Factory 93,1,0.699,0.817,126.007,0.0462,[],1,655zZ3gkYSjl28z5CU4Iz1,5Vd7RwpiTXVtvKScmimgA5
Surrender,Factory 93,1,0.612,0.883,129.002,0.0354,[],1,655zZ3gkYSjl28z5CU4Iz1,1ncgX8UkpSuvsdEHNBCZjE
Love Never Ends,Factory 93,1,0.521,0.973,133.933,0.0429,[],1,655zZ3gkYSjl28z5CU4Iz1,68zHSQrtGG0JzK3ilTWXa0
Atmosphere,FISHER,78,0.762,0.895,125.979,0.0737,"['australian house', 'house']",68,1VJ0briNOlXRtJUAzoUJdt,1aNUSKBe6UMyMk3pEu9ws7
"World, Hold On - FISHER Rework",FISHER,64,0.781,0.889,127.01,0.0573,"['australian house', 'house']",68,1VJ0briNOlXRtJUAzoUJdt,6quGF3Kvzd5WYEEuCmvCe1
Losing It,FISHER,75,0.76,0.964,125.003,0.0577,"['australian house', 'house']",68,1VJ0briNOlXRtJUAzoUJdt,6ho0GyrWZN3mhi9zVRW7xi
TAKE IT OFF,FISHER,74,0.884,0.707,127.013,0.202,"['australian house', 'house']",68,1VJ0briNOlXRtJUAzoUJdt,7zp9FOU4cjFdGN1zdWTvcB
Stop It,FISHER,67,0.859,0.824,124.015,0.0512,"['australian house', 'house']",68,1VJ0briNOlXRtJUAzoUJdt,627JZ3dVd88Xc5IoHOeNT5
Yeah The Girls,FISHER,65,0.755,0.968,126.007,0.0424,"['australian house', 'house']",68,1VJ0briNOlXRtJUAzoUJdt,2ST4u9GusI2ddDfuMvXA5l
You Little Beauty,FISHER,68,0.926,0.951,123.987,0.0924,"['australian house', 'house']",68,1VJ0briNOlXRtJUAzoUJdt,1gRQxbfL4ULWyTosgXSbWT
It's A Killa,FISHER,62,0.78,0.914,125.986,0.0435,"['australian house', 'house']",68,1VJ0briNOlXRtJUAzoUJdt,2cAYjs1WvosMFadzTDmmzD
Just Feels Tight,FISHER,61,0.808,0.994,127.004,0.071,"['australian house', 'house']",68,1VJ0briNOlXRtJUAzoUJdt,2cegJfpyiaWXclqj5HRsZG
Losing It - Radio Edit,FISHER,62,0.729,0.965,125.021,0.0624,"['australian house', 'house']",68,1VJ0briNOlXRtJUAzoUJdt,2KXwJZv1pRQFQ95Kj60jBN
Out The Fire (At The Hotel) - Radio Edit,Franky Rizardo,61,0.849,0.912,128.03,0.321,"['circuit', 'dutch tech house', 'house']",46,2UgphhGSlC9QWgaZWUOCkl,1xZOYV0Z6i7z0nAnyL1zmT
Sorry (with Madonna) - Franky Rizardo Remix,Franky Rizardo,54,0.604,0.961,128.009,0.0388,"['circuit', 'dutch tech house', 'house']",46,2UgphhGSlC9QWgaZWUOCkl,2BtCQtoNGPo74ChfxACqM2
Love Me Right,Franky Rizardo,52,0.736,0.736,128.017,0.0373,"['circuit', 'dutch tech house', 'house']",46,2UgphhGSlC9QWgaZWUOCkl,3SfytvcxqoQWgITH0r9QY0
Down - Franky Rizardo Remix,Franky Rizardo,48,0.784,0.924,123.988,0.0475,"['circuit', 'dutch tech house', 'house']",46,2UgphhGSlC9QWgaZWUOCkl,0U65qiH70mcfB1wyF0Mal0
Ain't Nobody,Franky Rizardo,44,0.8,0.842,129.005,0.0877,"['circuit', 'dutch tech house', 'house']",46,2UgphhGSlC9QWgaZWUOCkl,1YWN4q25f70rdmntlWV2kY
No Judgement - Kölsch Remix Edit,Franky Rizardo,43,0.554,0.951,127.027,0.0354,"['circuit', 'dutch tech house', 'house']",46,2UgphhGSlC9QWgaZWUOCkl,0Dwb20y4Y174GDvLw0Dr51
Remember Me - Franky Rizardo Remix,Franky Rizardo,43,0.815,0.886,127.987,0.0491,"['circuit', 'dutch tech house', 'house']",46,2UgphhGSlC9QWgaZWUOCkl,6ahUlke5XTcNsBeafd2Fih
Whatchagonnado,Franky Rizardo,39,0.798,0.915,127.991,0.0641,"['circuit', 'dutch tech house', 'house']",46,2UgphhGSlC9QWgaZWUOCkl,0FuAZvxkjdLhEownrnITPY
Love Seeking,Franky Rizardo,38,0.658,0.955,128.02,0.0423,"['circuit', 'dutch tech house', 'house']",46,2UgphhGSlC9QWgaZWUOCkl,0taOpWhjPof90UrY0V3HUp
What We Got,Franky Rizardo,39,0.791,0.804,126.014,0.0551,"['circuit', 'dutch tech house', 'house']",46,2UgphhGSlC9QWgaZWUOCkl,0VSqvYrv6dK7W6oCBmNDWQ
Under The Sun,Franky Wah,54,0.633,0.916,121.99,0.0357,"['uk dance', 'uk house']",49,3IG3Ub4ra8AuSxCFDVkVco,1eKSPMRzGdglxelX3kyrqc
Lost In Space,Franky Wah,44,0.668,0.893,124.012,0.0368,"['uk dance', 'uk house']",49,3IG3Ub4ra8AuSxCFDVkVco,2lM24gK4169rgBHKca0xr3
The World You See,Franky Wah,54,0.545,0.903,126.0,0.0485,"['uk dance', 'uk house']",49,3IG3Ub4ra8AuSxCFDVkVco,4TQgbkv9CF1Qy4GIfpZeSO
Call My Name,Franky Wah,52,0.534,0.791,123.986,0.0291,"['uk dance', 'uk house']",49,3IG3Ub4ra8AuSxCFDVkVco,4vI94CkCfDXotFMcSPujvK
Alive,Franky Wah,51,0.605,0.902,122.966,0.0378,"['uk dance', 'uk house']",49,3IG3Ub4ra8AuSxCFDVkVco,43yv23e1pejzlyvs5Fsa5w
Should Have Seen It Coming,Franky Wah,49,0.4,0.87,119.991,0.0439,"['uk dance', 'uk house']",49,3IG3Ub4ra8AuSxCFDVkVco,5XU99uJiaZIlfy1ID23veH
Name of Love,Franky Wah,47,0.813,0.705,123.994,0.0469,"['uk dance', 'uk house']",49,3IG3Ub4ra8AuSxCFDVkVco,7jBeqtv9JMIbZnawM1iTJx
I Know You,Franky Wah,37,0.71,0.88,122.0,0.0565,"['uk dance', 'uk house']",49,3IG3Ub4ra8AuSxCFDVkVco,1ZSeBtCS5TDUd93xtgKoLC
Under The Sun - Vintage Culture Remix,Franky Wah,47,0.691,0.868,126.965,0.0478,"['uk dance', 'uk house']",49,3IG3Ub4ra8AuSxCFDVkVco,5AMMeb9pjO4M6k8zRE4awE
Come Together,Franky Wah,46,0.661,0.908,127.989,0.03,"['uk dance', 'uk house']",49,3IG3Ub4ra8AuSxCFDVkVco,2Vf7umz71NibHBgzU3sQav
Know me,GEMINI,62,0.767,0.631,94.99,0.0288,['korean r&b'],54,67IWlRdLy3UcfY3q968euj,5bvVA6idKl1R38C5G4tuxC
mon amour,GEMINI,60,0.683,0.805,109.953,0.106,['korean r&b'],54,67IWlRdLy3UcfY3q968euj,2X2iPcwho1LGm2XWUqhOJH
Broken Love,GEMINI,59,0.708,0.543,89.976,0.169,['korean r&b'],54,67IWlRdLy3UcfY3q968euj,6GehOJs060WzAi78QArj7p
Inside Out,GEMINI,58,0.704,0.654,100.011,0.0576,['korean r&b'],54,67IWlRdLy3UcfY3q968euj,6NT8CJJ0H15tDhJnY3qgSb
Hola,GEMINI,56,0.451,0.423,82.952,0.0843,['korean r&b'],54,67IWlRdLy3UcfY3q968euj,2nHh7scNhJmTdVqEFPJFbj
Love Is Banned,GEMINI,57,0.644,0.76,80.025,0.0426,['korean r&b'],54,67IWlRdLy3UcfY3q968euj,4U4oj8fW0f8N78FZtu3n9w
MIA,GEMINI,56,0.534,0.685,84.912,0.0681,['korean r&b'],54,67IWlRdLy3UcfY3q968euj,5IzjE4F631lSstz8Co5U4O
UFO,GEMINI,55,0.625,0.676,95.928,0.079,['korean r&b'],54,67IWlRdLy3UcfY3q968euj,3RIDQ0NiYcV896kb0mWz3k
"Attention (Feat. DAWN, BLASÉ)",GEMINI,55,0.837,0.643,113.98,0.0664,['korean r&b'],54,67IWlRdLy3UcfY3q968euj,0sB1ut1esPaRqabYjWEj1Z
Up Late,GEMINI,51,0.789,0.561,96.069,0.053,['korean r&b'],54,67IWlRdLy3UcfY3q968euj,1UGQ0UbDJ69eTfUvrqMwNz
Voodoo,Gorgon City,62,0.663,0.883,129.057,0.0593,"['future garage', 'house', 'pop dance', 'uk dance']",60,4VNQWV2y1E97Eqo2D5UTjx,3hQSct6Ay5azm9dfFxHixY
You've Done Enough,Gorgon City,63,0.676,0.782,125.057,0.0344,"['future garage', 'house', 'pop dance', 'uk dance']",60,4VNQWV2y1E97Eqo2D5UTjx,77VqW84V88aKD8Bi8CzEsP
Remember (feat. Stevie Appleton),Gorgon City,64,0.655,0.89,127.979,0.0611,"['future garage', 'house', 'pop dance', 'uk dance']",60,4VNQWV2y1E97Eqo2D5UTjx,5Cv9UBYh2VkiCspwh4Wog5
Ready For Your Love,Gorgon City,47,0.677,0.753,121.939,0.154,"['future garage', 'house', 'pop dance', 'uk dance']",60,4VNQWV2y1E97Eqo2D5UTjx,5wGLQvq6JoxYZX7V3ymPS5
Imagination,Gorgon City,52,0.677,0.706,121.994,0.0324,"['future garage', 'house', 'pop dance', 'uk dance']",60,4VNQWV2y1E97Eqo2D5UTjx,2VGTe5PkHOlZuayLYDjtb1
Nobody,Gorgon City,57,0.697,0.664,120.041,0.0275,"['future garage', 'house', 'pop dance', 'uk dance']",60,4VNQWV2y1E97Eqo2D5UTjx,1pJwEPkqfgtmV68vYQ7RyD
House Arrest,Gorgon City,39,0.654,0.818,123.982,0.0332,"['future garage', 'house', 'pop dance', 'uk dance']",60,4VNQWV2y1E97Eqo2D5UTjx,3KJkOfudvW9zxBwjuRBK1G
Lost & Found,Gorgon City,51,0.758,0.601,124.964,0.034,"['future garage', 'house', 'pop dance', 'uk dance']",60,4VNQWV2y1E97Eqo2D5UTjx,4pv3fXGEcTL8wquXrf8sjr
Real Life,Gorgon City,56,0.543,0.74,123.915,0.0557,"['future garage', 'house', 'pop dance', 'uk dance']",60,4VNQWV2y1E97Eqo2D5UTjx,6jz9EMWHffNKVlZQVXOLoz
Foolproof,Gorgon City,49,0.628,0.831,124.001,0.0356,"['future garage', 'house', 'pop dance', 'uk dance']",60,4VNQWV2y1E97Eqo2D5UTjx,0hFv8cFtw4zmcQonKZUA9b
LFG,GorillaT,48,0.619,0.793,175.981,0.2,[],31,3zcOegUrWqti1S0lu4juJz,5N2I2ObfEO7U2wECdwoyiT
Come Alive,GorillaT,38,0.685,0.955,180.04,0.138,[],31,3zcOegUrWqti1S0lu4juJz,1veBhHpWIj267LOaj6Xs8K
Wonky Walk,GorillaT,31,0.754,0.872,182.142,0.328,[],31,3zcOegUrWqti1S0lu4juJz,3LRoqsInPfXf6Ghl75609d
Mystic,GorillaT,30,0.571,0.859,141.853,0.307,[],31,3zcOegUrWqti1S0lu4juJz,4s9KteFXPrqdJ0PYLX5wOw
Uplift,GorillaT,32,0.63,0.916,177.018,0.19,[],31,3zcOegUrWqti1S0lu4juJz,0NqRO6Vks3gg6mrGlynkS4
Harmonic Revolution,GorillaT,31,0.498,0.799,68.666,0.0923,[],31,3zcOegUrWqti1S0lu4juJz,1NyF26hxvNieCDaDQgrSj5
Ascend,GorillaT,27,0.585,0.672,145.018,0.051,[],31,3zcOegUrWqti1S0lu4juJz,39ladvJIbMMFrf87GRTuyw
Pulse,GorillaT,27,0.619,0.911,178.147,0.0722,[],31,3zcOegUrWqti1S0lu4juJz,4dfPLIBrqqSpPSFNKMhyVg
Mandela Effect,GorillaT,27,0.781,0.943,145.084,0.0905,[],31,3zcOegUrWqti1S0lu4juJz,4CRh6adSOpELDlb3fo8ZaE
Time Bend,GorillaT,26,0.75,0.893,139.978,0.13,[],31,3zcOegUrWqti1S0lu4juJz,7nAxRZvRwNrspqJqmDCxxq
Woke Up in Love,Gryffin,66,0.649,0.586,106.031,0.0385,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,07QIetdCyAEox3Q5qqJT43
Desire - Gryffin Remix,Gryffin,64,0.543,0.876,122.058,0.0512,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,6JzCO4ZzxAXhY86vTcqM1Q
Tie Me Down (with Elley Duhé),Gryffin,63,0.608,0.845,98.976,0.0597,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,2zh01m4PiHaZz4BAm0NRxs
Feel Good (feat. Daya),Gryffin,66,0.625,0.707,138.064,0.0337,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,0Ev562zA4pmUsBqjxsxxdx
Body Back (feat. Maia Wright),Gryffin,60,0.687,0.832,123.036,0.0366,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,57DJaoHdeeRrg7MWthNnee
All You Need To Know (feat. Calle Lehmann),Gryffin,60,0.53,0.729,139.929,0.0376,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,4TIkSdsNSfqpuq6ZYvCjAz
Nobody Compares To You (feat. Katie Pearlman),Gryffin,62,0.59,0.764,104.911,0.0467,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,17ejRbr6B8l9zdqgCZsn4m
Need Your Love (with Noah Kahan),Gryffin,60,0.581,0.76,104.099,0.0406,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,1vsQb8n0icvMsFnL9663LM
You Were Loved (with OneRepublic),Gryffin,48,0.635,0.7,123.982,0.0455,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,5gzZnru34wdecgMUQR2UO0
Forever (feat. Elley Duhé),Gryffin,56,0.555,0.779,137.984,0.0416,"['edm', 'pop dance']",65,2ZRQcIgzPCVaT9XKhXZIzh,14dLEccPdsIvZdaMfimZEt
Marianela (Que Pasa),HUGEL,74,0.828,0.893,124.043,0.0496,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,5bZjb7xKqLqa58QiUBcVvl
Morenita,HUGEL,72,0.639,0.769,123.983,0.0383,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,0pIiCv0GdhtsOjCJ5Y7zHj
Bella ciao - Hugel Remix,HUGEL,46,0.842,0.488,126.019,0.0844,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,17qFsPbpSkxI5AjYqUpTat
Aguila (feat. Cumbiafrica),HUGEL,57,0.812,0.818,125.0,0.0439,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,1TAWywmhj68rLpor3w8J0X
Look Into My Eyes - HUGEL & Hugo Cantarra Remix,HUGEL,66,0.386,0.779,122.982,0.032,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,5FBECRYCixAndmFeYn95Is
WTF (feat. Amber Van Day),HUGEL,66,0.808,0.737,123.985,0.0526,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,0gn93i7HJt0calph67R5Wu
Breaking Me - HUGEL Remix,HUGEL,64,0.85,0.585,126.0,0.0488,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,0XX5PxqMoXAPxBZ0qYqSwI
Mamma Mia (feat. Amber Van Day),HUGEL,63,0.833,0.826,125.885,0.203,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,5pqH6aEfTKoFCr7IE6urm3
El Sueno,HUGEL,61,0.701,0.879,126.007,0.0763,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,4DndSKZKWXbbBxi5lO4QUP
Pa Lante,HUGEL,48,0.893,0.978,125.988,0.174,['deep house'],65,5PlfkPxwCpRRWQJBxCa0By,4BbgaqfPNjhW2gy6dSpsKG
BANG YOUR HEAD,Hairitage,51,0.589,0.996,150.07,0.319,['dubstep'],45,6Cqy862jSCV7qdNrCDqvNK,4G8kDpgyrmgDiILzPIUnpe
40 Cal,Hairitage,55,0.613,0.933,75.005,0.297,['dubstep'],45,6Cqy862jSCV7qdNrCDqvNK,0EB5fgdGQXZOiOMdRhKeCZ
Cheatcode,Hairitage,51,0.467,0.934,149.967,0.0588,['dubstep'],45,6Cqy862jSCV7qdNrCDqvNK,1XYCWk1IBt0qA8BaQPV0VM
Mindstate,Hairitage,40,0.474,0.971,149.807,0.173,['dubstep'],45,6Cqy862jSCV7qdNrCDqvNK,65ohsa1Gru079oHFbnqUoh
Hustle,Hairitage,44,0.422,0.994,149.888,0.124,['dubstep'],45,6Cqy862jSCV7qdNrCDqvNK,64e18c1c1QPwUi2EBWaYZx
Scandalous (feat. Tinashe) - Hairitage Remix,Hairitage,43,0.65,0.938,140.026,0.108,['dubstep'],45,6Cqy862jSCV7qdNrCDqvNK,379Fu2Nty6Yg9oOeSnpIik
